Embedding,Question_type,MRR@10,nDCG@10,num_chunks_retrieved_raw,num_chunks_retrieved_dedup,dedup_ratio,Best@1,Hit@1,Recall@1,Best@3,Hit@3,Recall@3,Best@5,Hit@5,Recall@5,Best@10,Hit@10,Recall@10,Best@25,Hit@25,Recall@25
all-MiniLM-L6-v2,GQ,0.0,0.3623379437392863,25,14,0.56,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.43113468640987307,25,13,0.52,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.6,0.0,1.0,0.6
all-MiniLM-L6-v2,GQ,0.0,0.28642306264840484,25,15,0.6,0.0,0.0,0.0,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.15979138559512832,25,14,0.56,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.08442111803551768,25,13,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.0,25,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all-MiniLM-L6-v2,GQ,0.125,0.15979138559512832,25,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.09797563950575583,25,13,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.31194613307455077,25,19,0.76,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.6,0.0,1.0,0.6
all-MiniLM-L6-v2,GQ,0.0,0.22460731655903235,25,15,0.6,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.0,25,14,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.0,25,14,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all-MiniLM-L6-v2,GQ,0.0,0.10907458963273321,25,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.0,25,18,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.5,0.41755841069601246,25,14,0.56,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4
all-MiniLM-L6-v2,GQ,1.0,0.5864224010106703,25,15,0.6,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.5,0.31958277119025663,25,14,0.56,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.4130547397016814,25,14,0.56,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.16666666666666666,0.18042845392767645,25,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.3333333333333333,0.5065267082131061,25,15,0.6,0.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4,1.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.2,0.609006018713193,25,17,0.68,0.0,1.0,0.2,0.0,1.0,0.4,1.0,1.0,0.6,1.0,1.0,0.6,1.0,1.0,0.6
all-MiniLM-L6-v2,GQ,0.3333333333333333,0.3376844721420707,25,16,0.64,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.09797563950575583,25,17,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.0,25,14,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all-MiniLM-L6-v2,GQ,0.0,0.16645409335237923,25,13,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.0,0.07623986638854101,25,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.4
all-MiniLM-L6-v2,GQ,0.5,0.584792920009095,25,13,0.52,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.8,1.0,1.0,0.8
all-MiniLM-L6-v2,GQ,0.5,0.5130784788585075,25,18,0.72,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.4,1.0,1.0,0.6,1.0,1.0,0.8
all-MiniLM-L6-v2,GQ,0.0,0.25326335410655304,25,16,0.64,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.12663167705327652,25,14,0.56,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
all-MiniLM-L6-v2,GQ,0.0,0.0,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
all-MiniLM-L6-v2,GQ,0.0,0.30084718294757334,25,17,0.68,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.6,0.0,1.0,0.6
all-MiniLM-L6-v2,GQ,0.0,0.15979138559512832,25,22,0.88,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2,0.0,1.0,0.2
